"","title","avg_rating","genres","author","num_pages","price","publish_date","rating_1","rating_2","rating_3","rating_4","rating_5","review"
"1046","Among the Hidden",3.97,"Young Adult, Dystopia, Science Fiction, Fiction","Margaret Peterson Haddix",153,"$4.25","6/1/06",1806,5675,23524,36313,37652,20994
"1047","Definitely Dead",4.02,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy","Charlaine Harris",342,"$8.81","3/27/07",1065,6361,41538,69501,61238,35941
"1048","The Lucky One",4.11,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction","Nicholas Sparks",326,"$9.63","8/11/09",3979,12550,58363,103130,129881,61581
"1049","Howl and Other Poems",4.14,"Fiction, Classics, Poetry","Allen Ginsberg",56,"$375.00","1/1/01",1878,3729,13738,27038,38402,16957
"1050","A Song of Ice and Fire",4.64,"Fantasy, Fiction","George R.R. Martin",5216,"$29.67","7/22/11",232,412,2173,9395,31561,8755
"1051","The Silmarillion",3.91,"Fiction, Classics, Fantasy","J.R.R. Tolkien",386,"$81.87","11/15/04",5429,14886,40965,55553,70025,37372
"1052","The Sky Is Everywhere",4.02,"Young Adult, Fiction, Romance, Contemporary","Jandy Nelson",275,"$8.71","3/9/10",2002,4675,15719,27010,32581,16397
"1053","Weaveworld",4.13,"Fantasy, Dark Fantasy, Horror, Fiction","Clive Barker",721,"$10.48","8/20/01",424,1148,4398,8923,11327,5244
"1054","On the Road",3.63,"Fiction, Classics, Literature, Travel","Jack Kerouac",307,"$38.40","1/1/76",15583,35117,78523,97912,81639,61755
"1055","A Voice in the Wind",4.56,"Romance, Christian Fiction, Fiction, Historical Fiction, Historical, Christian","Francine Rivers",520,"$9.14","3/1/98",1202,1373,4197,12361,48130,13453
"1056","The Bluest Eye",4,"Historical Fiction, African American, Historical, Cultural, Classics, Fiction, Literature","Toni Morrison",216,"$11.13","9/6/05",2587,6557,27118,51436,48532,27246
"1057","Speak",4.01,"Fiction, Young Adult, Contemporary, Realistic Fiction","Laurie Halse Anderson",208,"$83.37","4/1/01",9136,23535,85432,143600,165163,85373
"1058","My Sister's Keeper",4.07,"Fiction, Chick Lit, Contemporary, Womens Fiction","Jodi Picoult",423,"$7.40","2/1/05",18915,46083,175922,343819,389181,194784
"1059","The House of the Scorpion",4.1,"Young Adult, Dystopia, Science Fiction, Fiction","Nancy Farmer",380,"$45.93","5/26/04",1492,3061,11768,25675,29725,14344
"1060","My Soul to Take",3.88,"Romance, Young Adult, Fantasy, Paranormal, Urban Fantasy, Paranormal Romance","Rachel Vincent",279,"$5.62","8/1/09",1249,2610,9107,12935,13369,7854
"1061","The Bonfire of the Vanities",3.84,"Contemporary, Classics, Fiction, Literature, Novels","Tom Wolfe",690,"$38.71","10/30/01",1481,4271,14804,24134,17988,12536
"1062","Just So Stories",4.09,"Childrens, Classics, Fiction, Short Stories","Rudyard Kipling",210,"$50.00","8/5/03",502,1716,8387,14437,17078,8424
"1063","What We Talk About When We Talk About Love",4.19,"Short Stories, Fiction, Literature, Classics, American","Raymond Carver",159,"$13.99","4/26/89",430,1455,5930,14636,17608,8012
"1064","I'll Give You the Sun",4.13,"LGBT, Contemporary, Romance, Fiction, Young Adult","Jandy Nelson",371,"$3.98","9/16/14",9642,10832,28672,55028,107625,42360
"1065","Never Fade",4.29,"Young Adult, Dystopia, Science Fiction, Fantasy","Alexandra Bracken",507,"$3.99 to $4.19","10/15/13",527,1653,8437,22856,32274,13149
"1066","Suite Franí_aise",3.83,"France, Fiction, Historical Fiction, Book Club, Novels, Cultural, Historical, World War II, Holocaust, War, Classics","IríÂne Ní©mirovsky",431,"$9.02","4/10/07",1209,3906,13277,21441,15366,11040
"1067","A Short History of Nearly Everything",4.2,"Science, Nonfiction, Audiobook, History","Bill Bryson",544,"$9.17","9/14/04",4396,8362,34555,84702,114714,49346
"1068","A Little Life",4.3,"LGBT, Contemporary, Fiction","Hanya Yanagihara",720,"$5.04","3/10/15",3980,6090,14767,35056,80430,28065
"1069","The True Confessions of Charlotte Doyle",3.82,"Fiction, Historical Fiction, Young Adult, Childrens, Historical, Adventure","Avi",278,"$4.33","9/2/03",2180,5565,18881,25062,23131,14964
"1070","Paper Towns",3.84,"Fiction, Young Adult, Contemporary","John Green",305,"$5.60","9/22/09",19094,60280,188140,259119,243634,154053
"1071","Reckless",4.41,"Romance, New Adult, Contemporary, Contemporary Romance","S.C. Stephens",546,"$14.18","3/5/13",890,1963,7768,18637,45254,14902
"1072","Fathers and Sons",3.95,"Fiction, Russia, Literature, Cultural, Russian Literature, Classics","Ivan Turgenev",244,"$25.75","2/1/05",618,2861,13400,22551,18363,11559
"1073","A Town Like Alice",4.14,"Historical Fiction, Historical, Cultural, Classics, Romance, Fiction, Australia, War","Nevil Shute",359,"$9.08","4/26/00",408,1342,8101,17479,18191,9104
"1074","The Man in the High Castle",3.63,"Alternate History, Classics, Science Fiction, Fiction, Dystopia","Philip K. Dick",259,"$11.99","6/30/92",3797,13975,42311,51313,29798,28239
"1075","The Art of Happiness",4.16,"Buddhism, Nonfiction, Spirituality, Self Help, Philosophy, Religion","Dalai Lama XIV",336,"$3.99","10/26/98",1153,2763,13847,27869,35493,16225
"1076","Garden Spells",4.07,"Romance, Womens Fiction, Magic, Fiction, Fantasy, Chick Lit, Magical Realism","Sarah Addison Allen",304,"$8.13","8/28/07",873,2943,15027,30588,29061,15698
"1077","Pandemonium",4.06,"Science Fiction, Young Adult, Fantasy","Lauren Oliver",375,"$7.80","2/28/12",3368,9422,38944,74408,79668,41162
"1078","Arcadia",4.19,"Fiction, Historical Fiction, Plays, Historical, Drama, Classics","Tom Stoppard",97,"$45.99","9/24/94",319,786,2675,5502,8667,3590
"1079","Cujo",3.69,"Horror, Thriller, Fiction","Stephen King",432,"$16.58","6/6/06",4698,17616,61118,62759,50399,39318
"1080","Swan Song",4.28,"Horror, Apocalyptic, Fiction, Science Fiction, Dystopia, Post Apocalyptic, Fantasy","Robert R. McCammon",956,"$19.00","6/1/87",797,1769,6519,14503,26237,9965
"1081","Twelfth Night",3.98,"Academic, School, Classics, Romance, Drama, Plays, Fiction, Literature, Poetry, Read For School, Theatre","William Shakespeare",220,"$17.72","7/1/04",1681,7034,33180,53353,49540,28958
"1082","A Clockwork Orange",3.99,"Fiction, Dystopia, Classics, Science Fiction","Anthony Burgess",192,"$39.95","4/26/89",16643,27641,96759,189068,196306,105283
"1083","Winesburg, Ohio",3.84,"Short Stories, Fiction, Literature, Classics, American","Sherwood Anderson",240,"$199.00","11/11/99",714,2045,6777,9701,8461,5540
"1084","Eragon",3.88,"Fiction, Young Adult, Dragons, Fantasy","Christopher Paolini",503,"$295.95","4/26/05",54832,97067,267180,383778,476595,255890
"1085","Half-Blood",4.15,"Paranormal Romance, Paranormal, Romance, Young Adult, Mythology, Fantasy","Jennifer L. Armentrout",281,"$0.70","10/18/11",1849,2919,11234,22907,33475,14477
"1086","Darkness at Noon",4.06,"Fiction, Historical Fiction, Politics, Russia, Literature, Historical, Cultural, Novels, Classics","Arthur Koestler",216,"$25.00","3/26/84",337,949,4186,8734,8536,4548
"1087","Hamlet",4.01,"Academic, School, Classics, Drama, Plays, Fiction, Theatre","William Shakespeare",289,"$6.46","8/1/05",11798,35905,133159,217272,248628,129352
"1088","Little House on the Prairie",4.19,"Historical Fiction, Childrens, Historical, Classics, Fiction, Young Adult","Laura Ingalls Wilder",335,"$61.26","4/8/08",4059,8452,38101,70879,111178,46534
"1089","I Am Legend",4.06,"Fiction, Apocalyptic, Science Fiction, Paranormal, Post Apocalyptic, Horror, Vampires, Classics","Richard Matheson",160,"$42.00","1/21/99",704,2942,14557,31509,27443,15431
"1090","Spells",3.98,"Romance, Fantasy, Young Adult, Paranormal, Fairies","Aprilynne Pike",359,"$4.99","5/4/10",648,2169,8540,12475,14171,7601
"1091","Explosion in Paris",4.11,"Romance, Womens Fiction, Mystery, Nonfiction, Adult, Chick Lit","Linda Masemore Pirrung",408,"$16.71","4/24/09",38,21,27,32,219,67
"1092","The Selected Writings of Edgar Allan Poe",4.31,"Short Stories, Fiction, Classics, Horror, Poetry","Edgar Allan Poe",1024,"$33.20","9/1/04",11,36,190,503,750,298
"1093","Wintergirls",3.98,"Contemporary, Fiction, Young Adult, Health, Realistic Fiction, Mental Health","Laurie Halse Anderson",278,"$4.66","3/19/09",2635,6261,20409,32840,39003,20230
"1094","The Wrath and the Dawn",4.16,"Fantasy, Retellings, Romance, Young Adult","Rení©e Ahdieh",404,"$7.88","5/12/15",1960,4030,12725,30349,41006,18014
"1095","Hate List",4.03,"Young Adult, Fiction, Contemporary, Realistic Fiction","Jennifer Brown",405,"$6.84","9/1/09",994,2417,9626,18078,18899,10003
"1096","City of Fallen Angels",4.15,"Young Adult, Romance, Paranormal, Fantasy","Cassandra Clare",424,"$5.60","4/5/11",5031,18358,74214,136901,188816,84664
"1097","Blood Bound",4.31,"Romance, Werewolves, Fantasy, Paranormal, Urban Fantasy, Vampires, Shapeshifters, Paranormal Romance","Patricia Briggs",292,"$50.15","1/30/07",332,1432,12963,38015,48540,20256
"1098","Station Eleven",4.03,"Fiction, Dystopia, Apocalyptic, Science Fiction, Post Apocalyptic","Emily St. John Mandel",336,"$9.50","9/9/14",4666,10786,44070,101810,87593,49785
"1099","The Hidden Oracle",4.28,"Fantasy, Young Adult, Childrens, Mythology, Middle Grade","Rick Riordan",376,"$3.50","5/3/16",610,1862,10607,28055,38374,15902
"1100","Black Beauty",3.95,"Childrens, Classics, Fiction, Young Adult, Animals","Anna Sewell",245,"$9.36","3/1/03",4078,12638,50988,68530,78382,42923
"1101","The Human Obsession",4.14,"Mystery, Psychology, Crime, Fiction","Heath Sommer",314,"$3.99","12/14/10",11,10,19,39,97,35
"1102","Sweet Evil",4.11,"Romance, Young Adult, Fantasy, Paranormal, Angels, Demons","Wendy Higgins",447,"$4.90","5/1/12",2054,3264,10092,19698,30298,13081
"1103","The Good, the Bad, and the Undead",4.26,"Magic, Fantasy, Paranormal, Witches, Urban Fantasy, Vampires","Kim Harrison",453,"$14.69","1/25/05",293,1110,8591,20990,26350,11467
"1104","Gabriel's Rapture",4.22,"Romance, Adult Fiction, Contemporary, Adult, New Adult, Erotica, Contemporary Romance","Sylvain Reynard",386,"$10.79","5/22/12",2032,4266,14751,29637,52180,20573
"1105","We the Living",3.9,"Fiction, Historical Fiction, Literature, Philosophy, Historical, Classics","Ayn Rand",464,"$14.72","1/1/96",696,1623,5449,8293,8443,4901
"1106","Hawaii",4.2,"Historical, Classics, Fiction, Historical Fiction","James A. Michener",1136,"$9.50","7/9/02",607,1896,11046,23541,29839,13386
"1107","Avalon High",3.8,"Romance, Womens Fiction, Young Adult, Fantasy, Chick Lit","Meg Cabot",288,"$8.74","1/1/06",793,3336,11518,13541,12417,8321
"1108","The Rise and Fall of the Third Reich: A History of Nazi Germany",4.16,"Nonfiction, Politics, History, World War II, War","William L. Shirer",1614,"$19.81","11/15/90",1682,2891,13687,28048,38463,16954
"1109","Old Yeller",4.08,"Fiction, Young Adult, Childrens, Animals, Classics","Fred Gipson",132,"$10.48","5/15/01",1380,3416,15501,25948,32489,15747
"1110","A Good Man is Hard to Find and Other Stories",4.23,"Short Stories, Fiction, Literature, Southern, Gothic, Southern Gothic, Classics, American","Flannery O'Connor",252,"$10.30","10/15/92",427,1205,4830,11753,16714,6986
"1111","Lirael",4.3,"Fantasy, Fiction, Young Adult","Garth Nix",464,"$6.84","12/30/15",749,2037,12664,33573,47771,19359
"1112","Aristotle and Dante Discover the Secrets of the Universe",4.34,"LGBT, Contemporary, Romance, Fiction, Young Adult","Benjamin Alire Síçenz",359,"$10.00","2/21/12",3024,5443,20593,50651,103845,36711
"1113","A Bird Without Wings",4.23,"Romance, Contemporary, Contemporary Romance","Roberta Pearce",NA,"$70.12","12/2/13",6,4,22,42,85,32
"1114","The Woman in White",3.99,"Horror, Mystery, Historical Fiction, Historical, European Literature, Classics, 19th Century, Fiction, Literature, Gothic, Victorian, British Literature","Wilkie Collins",672,"$5.82","2/27/03",2251,5779,24622,43423,42046,23624
"1115","Sister Carrie",3.75,"Literature, Classics, American, Fiction","Theodore Dreiser",580,"$7,176.00","2/1/91",1076,2825,9212,12025,9310,6890
"1116","East of Eden",4.37,"Historical Fiction, Historical, Classics, Fiction, Literature","John Steinbeck",601,"$48.49","4/26/02",4481,10217,42405,107179,215078,75872
"1117","The Murder of Roger Ackroyd",4.23,"Fiction, Crime, Classics, Mystery","Agatha Christie",288,"$118.93","9/1/06",502,2436,17885,42332,50527,22736
"1118","Moby-Dick, or, the Whale",3.49,"Historical Fiction, Unfinished, Historical, Classics, American, 19th Century, Fiction, Literature, Novels, Classic Literature, Adventure","Herman Melville",720,"$375.00","2/21/03",38475,56935,113684,114721,117061,88175
"1119","My Name Is Red",3.84,"Mystery, Fiction, Historical Fiction, Literature, Historical, Novels","Orhan Pamuk",417,"$7.73","8/27/02",1156,2926,8730,14619,11878,7862
"1120","The Mill on the Floss",3.79,"Literature, Classics, 19th Century, Fiction","George Eliot",579,"$361.40","2/27/03",1364,3411,11332,15555,12748,8882
"1121","Smilla's Sense of Snow",3.73,"Mystery, Cultural, Fiction, Crime, Thriller, Denmark","Peter HíŸeg",469,"$11.12","10/1/95",1097,3064,9373,14161,9001,7339
"1122","The Darkest Minds",4.21,"Science Fiction, Young Adult, Dystopia, Fantasy","Alexandra Bracken",488,"$44.88","12/18/12",1835,4753,17879,41418,58808,24939
"1123","Lord of Misrule",4.17,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Vampires","Rachel Caine",246,"$50.00","1/26/09",381,1442,7945,13831,19412,8602
"1124","Running with Scissors",3.71,"Humor, Nonfiction, Memoir, Biography, Autobiography","Augusten Burroughs",304,"$5.99","6/1/03",14301,28604,82824,112984,89152,65573
"1125","Sometimes a Great Notion",4.23,"Fiction, Novels, Classics, Literature","Ken Kesey",640,"$17.22","7/28/77",315,742,2577,5517,9281,3686
"1126","Ethan Frome",3.38,"Academic, School, Classics, Fiction, Literature","Edith Wharton",189,"$250.00","4/26/05",8242,13375,28543,28900,19373,19687
"1127","The Polar Express",4.3,"Christmas, Holiday, Childrens, Picture Books","Chris Van Allsburg",32,"$14.51","4/26/00",3479,7291,26973,48287,110939,39394
"1128","The Hunchback of Notre-Dame",3.99,"Historical Fiction, European Literature, Historical, Cultural, Classics, Romance, Fiction, Literature, Gothic, French Literature, Novels, France","Victor Hugo",510,"$3.38","4/10/01",2296,7670,34041,54522,54647,30635
"1129","Crash",3.57,"Novels, Science Fiction, Fiction","J.G. Ballard",224,"$38.66","10/5/01",1022,2108,4532,5906,4127,3539
"1130","Ana Rocha: Shadows of Justice",4.21,"Crime, Mystery, Thriller","Ammar Habib",218,"$6.20","2/23/18",5,27,94,243,302,134
"1131","The Illustrated Man",4.14,"Short Stories, Fiction, Fantasy, Science Fiction, Classics","Ray Bradbury",186,"$38.40","8/26/02",403,1945,12018,26347,26641,13471
"1132","The 5th Wave",4.07,"Science Fiction, Young Adult, Dystopia","Rick Yancey",457,"$34.89","5/7/13",7712,16996,59935,118279,141595,68903
"1133","13 Little Blue Envelopes",3.64,"Young Adult, Fiction, Romance, Contemporary","Maureen Johnson",322,"$5.60","12/21/10",2555,7462,22184,24197,17956,14871
"1134","Do Androids Dream of Electric Sheep?",4.08,"Science Fiction, Dystopia, Classics, Fiction","Philip K. Dick",244,"$59.37","6/26/96",2420,10113,54206,120624,104614,58395
"1135","The Call of the Wild, White Fang and Other Stories",3.98,"Short Stories, Fiction, Literature, Classics, Adventure","Jack London",400,"$6.15","8/20/98",340,926,4137,6726,6708,3767
"1136","Rant",3.82,"Horror, Science Fiction, Fiction","Chuck Palahniuk",320,"$45.11","5/1/07",1647,4914,13584,18775,18216,11427
"1137","The Power of Now: A Guide to Spiritual Enlightenment",4.13,"Nonfiction, Spirituality, Self Help, Philosophy, Psychology","Eckhart Tolle",229,"$1.98","8/19/04",4648,7988,23364,43932,73213,30629
"1138","The Crying of Lot 49",3.7,"Fiction, Literature, Novels, Classics, American","Thomas Pynchon",152,"$189.92","10/17/06",2560,5812,15261,21533,15975,12228
"1139","Requiem for a Dream",4.11,"Fiction, Classics, Mystery, Thriller","Hubert Selby Jr.",279,"$29.88","10/12/99",862,1673,7625,16849,18655,9133
"1140","The Sneetches and Other Stories",4.31,"Childrens, Picture Books, Fiction","Dr. Seuss",65,"$13.99","5/1/03",776,1720,8611,16013,33145,12053
"1141","The Idiot",4.19,"Russia, Cultural, Classics, Russian Literature, Fiction, Literature","Fyodor Dostoyevsky",667,"$6.90","4/8/03",1231,4136,16806,37342,49048,21713
"1142","The Summoning",4.03,"Young Adult, Urban Fantasy, Paranormal, Fantasy","Kelley Armstrong",390,"$3.55","7/1/08",3648,8160,28925,44737,60438,29182
"1143","Swann's Way",4.14,"European Literature, Cultural, Classics, Fiction, Literature, French Literature, France","Marcel Proust",492,"$19.60","11/30/04",1200,2044,5424,10915,18477,7612
"1144","The Scarlet Pimpernel",4.07,"Historical Fiction, Historical, Classics, Romance, Fiction, Adventure","Emmuska Orczy",274,"$14.09","",1626,4776,21854,39775,43740,22354
"1145","The Mysterious Island",4.1,"Adventure, Classics, Science Fiction, Fiction","Jules Verne",723,"$1,395.00","4/27/04",455,1548,7646,13541,15966,7831
"1146","The Fall of the House of Usher and Other Tales",4.15,"Short Stories, Fiction, Poetry, Gothic, Horror, Classics","Edgar Allan Poe",400,"$13.75","4/1/98",418,1910,11480,23497,26119,12685
"1147","The Dispossessed",4.21,"Fantasy, Dystopia, Science Fiction, Fiction","Ursula K. Le Guin",387,"$500.00","10/20/94",946,2623,10316,23711,32921,14103
"1148","The Waste Lands",4.24,"Fantasy, Science Fiction, Horror, Fiction","Stephen King",422,"$99.95","6/23/03",933,3667,23271,61159,72696,32345
"1149","The Pickwick Papers",3.83,"Literature, Classics, Fiction","Charles Dickens",801,"$122.62","2/24/00",579,1644,5583,7682,6787,4455
"1150","The Immortals of Meluha",4.05,"India, Fiction, Historical Fiction, Fantasy, Amish, Mythology, Cultural, Historical, Novels, Asian Literature, Indian Literature, Adventure","Amish Tripathi",436,"$2.69","4/1/10",1389,3376,14769,35787,29944,17053
"1151","One Day",3.78,"Contemporary, Womens Fiction, Chick Lit, Romance, Fiction","David Nicholls",435,"$10.19 to $42.98","1/1/08",8998,22419,63838,93218,77002,53095
"1152","Ink Exchange",3.69,"Romance, Fantasy, Young Adult, Paranormal, Urban Fantasy","Melissa Marr",325,"$8.18","4/24/08",1588,5677,15413,16185,14734,10719
"1153","Journey to the Center of the Earth",3.85,"France, Science Fiction Fantasy, Fiction, Fantasy, Literature, Science Fiction, Cultural, Novels, 19th Century, Classics, Adventure","Jules Verne",240,"$13.29","4/25/06",1431,7279,35751,49217,35653,25866
"1154","The Pilgrim's Progress",3.99,"Religion, Classics, Christianity, Fiction, Christian, Christian Fiction","John Bunyan",324,"$6.44","2/10/03",3390,6640,17340,24898,39751,18404
"1155","Dark Lover",4.2,"Paranormal Romance, Paranormal, Vampires, Romance, Fantasy","J.R. Ward",393,"$10.66","9/6/05",7630,11352,37009,71328,136699,52804
